學年度,學期別,課號,永久課號,課程名稱,人數上限,上課時間,上課教室,學分,時數,開課教師,所屬系所名稱,選別,開課系所
101,2,1104,UEE3701,控制實驗,60,2IJKL,EE633,2,4,王宜楷,電機工程學系,必修,電機工程學系
101,2,1105,UEE3704,線性控制系統 (二),9999,2B4EF,EE623,3,3,廖德誠,電機工程學系,選修,電機工程學系
101,2,1106,UEE3706,動態系統分析與模擬,40,1EF4G,EE113,3,3,陳永平,電機工程學系,選修,電機工程學系
101,2,1107,UEE3802,電力電子實驗,65,2HY5CD,EE102,2,3,陳鴻祺,電機工程學系,必修,電機工程學系
101,2,1108,UEE4501,電腦網路導論,60,1CD3B,EDB27,3,3,林亭佑,電機工程學系,選修,電機工程學系
101,2,1109,UEE4601,數位訊號處理晶片實驗,40,4IJK,EE632,2,3,冀泰石,電機工程學系,必修,電機工程學系
101,2,1114,DEO1019,導師時間,9999,3GH,CY203,0,2,謝美莉,光電工程學系,選修,光電工程學系
101,2,1115,DEO1102,化學(二),9999,1EF4B,CY203,3,3,陳皇銘,光電工程學系,選修,光電工程學系
101,2,1116,DEO1305,線性代數與向量分析,9999,2E3EF,EO115,3,3,陳瓊華,光電工程學系,必修,光電工程學系
101,2,1117,DEO1611,數學應用軟體簡介,9999,4IJ,EO115,1,2,陳瓊華,光電工程學系,選修,光電工程學系
101,2,1118,DEO2201,電腦輔助電路設計,9999,2CD4GH,CY203,3,4,戴亞翔,光電工程學系,必修,光電工程學系
101,2,1119,DEO1403,服務學習 (一),9999,5G,CY203,0,1,孫家偉,光電工程學系,必修,光電工程學系
101,2,1121,DEO1011,光子學實驗（一）,9999,1IJK,CY203,1,3,余沛慈,光電工程學系,必修,光電工程學系
101,2,1123,DEO1019,導師時間,9999,3GH,EO115,0,2,安惠榮,光電工程學系,選修,光電工程學系
101,2,1124,DEO1105,近代物理,9999,2CD3C,CY202,3,3,李柏璁,光電工程學系,必修,光電工程學系
101,2,1125,DEO1507,電子學 (二),9999,1GH4CD,CY203,3,4,冉曉雯,光電工程學系,必修,光電工程學系
101,2,1127,DEO2103,電磁學(二),9999,1B4EF,CY203,3,3,孫家偉,光電工程學系,必修,光電工程學系
101,2,1128,DEO2202,複變與偏微分方程,9999,1CD3B,CY203,3,3,陳智弘,光電工程學系,必修,光電工程學系
101,2,1130,DEO1016,光子學(三),9999,2H4CD,EO115,3,3,余沛慈,光電工程學系,必修,光電工程學系
101,2,1131,DEO1017,光子學實驗(三),9999,2IJK,CY203,1,3,陳智弘,光電工程學系,必修,光電工程學系
101,2,1133,DEO1606,光學設計、製作與量測,9999,2G5CD,CY202,3,3,黃乙白,光電工程學系,必修,光電工程學系
101,2,1134,DEO4203,光電材料、元件與製程,9999,2CD4G,EO115,3,3,張振雄,光電工程學系,必修,光電工程學系
101,2,1138,DCE1101,經濟學,60,1CD3B,M-b09,3,3,承立平,資訊管理與財務金融系,選修,電機學院
101,2,1139,DCE1103,工程與專業倫理,200,2EF,EDB13,2,2,楊台恩,傳播研究所,選修,電機學院
101,2,1140,DCE3001,統計學,80,1EF4B,SC106,3,3,彭南夫,統計學研究所,必修,電機學院
101,2,1141,DCE3001,統計學,80,1EF4B,SA320,3,3,陳志榮,統計學研究所,必修,電機學院
101,2,1144,UEE2102,機率,50,2EF5B,ED219,3,3,陳信宏,電機工程學系,選修,電機學院共同課程
101,2,1145,UEE2102,機率,50,2EF5B,ED103,3,3,張仲儒,電機工程學系,選修,電機學院共同課程
101,2,1146,UEE2102,機率,50,2EF5B,EE623,3,3,吳炳飛,電機工程學系,選修,電機學院共同課程
101,2,1147,UEE2102,機率,50,2EF5B,ED303,3,3,李程輝,電機工程學系,選修,電機學院共同課程
101,2,1148,UEE2201,電磁學(一),55,1EF4B,EE208,3,3,邱一,電機工程學系,必修,電機學院共同課程
101,2,1149,UEE2201,電磁學(一),55,1EF4B,ED103,3,3,林育德,電機工程學系,必修,電機學院共同課程
101,2,1150,UEE2201,電磁學(一),55,1EF4B,ED219,3,3,鍾世忠,電機工程學系,必修,電機學院共同課程
101,2,1151,UEE2202,電磁學(一)(英文班),55,1EF4B,ED303,3,3,黃謀勤,電機工程學系,必修,電機學院共同課程
101,2,1152,UEE2402,電子學(二),55,1GH4CD,ED103,3,4,洪崇智,電機工程學系,必修,電機工程學系
101,2,1153,UEE2402,電子學(二),55,1GH4CD,EE209,3,4,董蘭榮,電機工程學系,必修,電機工程學系
101,2,1154,UEE2402,電子學(二),55,1GH4CD,EDB26,3,4,孟慶宗,電機工程學系,必修,電機工程學系
101,2,1155,UEE2402,電子學(二),55,1GH4CD,EE208,3,4,陳科宏,電機工程學系,必修,電機工程學系
101,2,1156,UEE3707,智慧機器人實驗,28,3BCD,EE224,3,3,宋開泰,電機工程學系,選修,電機工程學系
101,2,1160,DCP1329,導師時間,9999,3GH,AB101,0,2,黃世強,資訊工程學系,必修,資訊工程學系
101,2,1162,DCP1154,數理邏輯,60,1G4CD,ED102,3,3,林甫俊,資訊工程學系,選修,資訊工程學系
101,2,1163,DCP1173,電子學(二),120,1GH4CD,EC115,3,4,林正中,資訊工程學系,選修,資訊工程學系
101,2,1164,DCP1187,資料庫系統概論,125,2B5EF,EC016,3,3,李素瑛,資訊工程學系,選修,資訊工程學系
101,2,1165,DCP1187,資料庫系統概論,125,2B5EF,EC015,3,3,彭文志,資訊工程學系,選修,資訊工程學系
101,2,1166,DCP3352,數值方法,120,1CD3B,ED117,3,3,林文杰,資訊工程學系,必修,資訊工程學系
101,2,1168,DCP1136,計算機網路實驗,70,2CD4G,EC022,3,3,王協源,資訊工程學系,選修,資訊工程學系
101,2,1169,DCP1183,無線網路概論,120,1B4EF,EC016,3,3,趙禧綠,資訊工程學系,選修,資訊工程學系
101,2,1170,DCP3122,正規語言概論(英文授課),60,2EF5B,ED102,3,3,曾文貴,資訊工程學系,選修,資訊工程學系
101,2,1171,DCP3514,VLSI設計自動化概論,60,2G5CD,ED102,3,3,李毅郎,資訊工程學系,選修,資訊工程學系
101,2,1172,DCP3515,嵌入式系統設計概論與實作,60,3CD3IJK5G,ED202,3,5,陳耀宗,資訊工程學系,選修,資訊工程學系
101,2,1173,DCP4516,計算機圖學概論,120,1CD3B,EC122,3,3,莊榮宏,資訊工程學系,選修,資訊工程學系
101,2,1174,DCP4529,編譯器設計概論,120,1G4CD,EC114,3,3,王豐堅,資訊工程學系,選修,資訊工程學系
101,2,1175,DCP4529,編譯器設計概論,132,1G4CD,EC022,3,3,徐慰中,資訊工程學系,選修,資訊工程學系
101,2,1176,DCP4585,影像處理概論,120,2B5EF,ED117,3,3,陳稔,資訊工程學系,選修,資訊工程學系
101,2,1177,DCP3510,人工智慧概論,142,1B4EF,ED117,3,3,王才沛,資訊工程學系,選修,資訊工程學系
101,2,1179,DCP4591,計算機網路管理,120,3IJK,EC114,3,3,黃懷陞,資訊工程學系,選修,資訊工程學系
101,2,1182,DCP1107,組合語言與系統程式,98,3CD5G,EC016,3,3,蔡文錦,資訊工程學系,必修,資訊學院共同課程
101,2,1183,DCP1107,組合語言與系統程式,95,3CD5G,EC022,3,3,張立平,資訊工程學系,必修,資訊學院共同課程
101,2,1184,DCP1110,組合語言與系統程式(英文授課),90,3CD5G,EDB27,3,3,黃世強,資訊工程學系,必修,資訊學院共同課程
101,2,1185,DCP1157,數位電路設計,86,3CD5G,EC122,3,3,單智君,資訊工程學系,必修,資訊學院共同課程
101,2,1186,DCP1157,數位電路設計,81,3CD5G,EC015,3,3,張明峰,資訊工程學系,必修,資訊學院共同課程
101,2,1187,DCP1159,物件導向程式設計,74,1EF4B4IJK,EC115,3,5,黃問泙,資訊工程學系,必修,資訊學院共同課程
101,2,1188,DCP1159,物件導向程式設計,76,1EF4B4IJK,EC016,3,5,游逸平,資訊工程學系,必修,資訊學院共同課程
101,2,1189,DCP1159,物件導向程式設計,72,1EF2IJK4B,EC122,3,5,王昱舜,資訊工程學系,必修,資訊學院共同課程
101,2,1190,DCP1192,計算機科學概論(英文授課),65,3CD5G,EC115,3,3,胡毓志,資訊工程學系,必修,資訊學院共同課程
101,2,1191,DCP1193,物件導向程式設計(英文授課),65,1EF2IJK4B,EC114,3,5,荊宇泰,資訊工程學系,必修,資訊學院共同課程
101,2,1192,DCP1194,服務學習(一),9999,2A,AB101,0,1,林正中,資訊工程學系,必修,資訊學院共同課程
101,2,1193,DCP1207,計算機網路概論(英文授課),90,1B4EF,EC022,3,3,林盈達,資訊工程學系,必修,資訊學院共同課程
101,2,1194,DCP1208,演算法概論(英文授課),92,2CD4G,EC122,3,3,陳健,資訊工程學系,必修,資訊學院共同課程
101,2,1195,DCP2106,基礎程式設計,9999,6BCD,EC330,0,3,黃世昆,資訊技術服務中心,必修,資訊學院共同課程
101,2,1196,DCP2110,數位電路實驗,125,5CD,ED117,2,2,許騰尹,資訊工程學系,必修,資訊學院共同課程
101,2,1197,DCP2110,數位電路實驗,125,1IJK5CD,EC324,2,2,陳健,資訊工程學系,必修,資訊學院共同課程
101,2,1198,DCP2353,離散數學,85,2G5CD,EC115,3,3,陳玲慧,資訊工程學系,必修,資訊學院共同課程
101,2,1199,DCP2353,離散數學,80,2G5CD,EC122,3,3,易志偉,資訊工程學系,必修,資訊學院共同課程
101,2,1200,DCP2353,離散數學,80,2G5CD,EC114,3,3,李素瑛,資訊工程學系,必修,資訊學院共同課程
101,2,1201,DCP3103,資訊工程專題(一)(英文授課),70,1EF,ED117,2,2,趙禧綠,資訊工程學系,必修,資訊學院共同課程
101,2,1202,DCP3351,機率,90,2EF5B,EC122,3,3,簡榮宏,資訊工程學系,必修,資訊學院共同課程
101,2,1203,DCP3351,機率,99,2EF5B,EC114,3,3,楊啟瑞,資訊工程學系,必修,資訊學院共同課程
101,2,1204,DCP3351,機率,99,2EF5B,EC115,3,3,曾建超,資訊工程學系,必修,資訊學院共同課程
101,2,1205,DCP3573,演算法概論,90,2CD4G,EC114,3,3,黃問泙,資訊工程學系,必修,資訊學院共同課程
101,2,1206,DCP3573,演算法概論,99,2CD4G,EC115,3,3,吳育松,資訊工程學系,必修,資訊學院共同課程
101,2,1207,DCP4121,資訊工程專題(二)(英文授課),60,1EF,ED102,2,2,楊武,資訊工程學系,必修,資訊學院共同課程
101,2,1208,DCP4513,計算機網路概論,103,1B4EF,EC122,3,3,陳志成,資訊工程學系,必修,資訊學院共同課程
101,2,1209,DCP4513,計算機網路概論,104,1B4EF,EC115,3,3,王國禎,資訊工程學系,必修,資訊學院共同課程
101,2,1211,DCP1157,數位電路設計,80,3CD5G,EC114,3,3,蔡淳仁,資訊工程學系,必修,資訊學院共同課程
101,2,1213,DCP3103,資訊工程專題(一)(英文授課),70,1EF,EDB27,2,2,林盈達,資訊工程學系,必修,資訊學院共同課程
101,2,1218,DPN1102,普通生物實驗,40,1EFG,EE135,1,3,陳文亮,生物科技學系,必修,奈米科學及工程學士學位學程
101,2,1219,DPN1203,化學 (二),50,2EF5B,SC204,3,3,李大偉,應用化學系,必修,奈米科學及工程學士學位學程
101,2,1220,DPN1206,導師時間,9999,3GH,EE548,0,2,梁美智,生物科技學系,選修,奈米科學及工程學士學位學程
101,2,1221,DPN1101,服務學習(一),9999,3EF,EE548,0,2,陳智,材料科學與工程學系,必修,奈米科學及工程學士學位學程
101,2,1223,DPN1107,有機化學 (二),40,1D4GH,EF408,3,3,林欣杰,材料科學與工程學系,必修,奈米科學及工程學士學位學程
101,2,1224,DPN1206,導師時間,9999,3GH,EE548,0,2,梁美智,生物科技學系,選修,奈米科學及工程學士學位學程
101,2,1228,DPN1205,奈米科學與工程實驗,20,1YIJ,EEB43,1,3,袁俊傑,生物科技學系,必修,奈米科學及工程學士學位學程
101,2,1233,DME1313,圖學（一）,55,2EFG,EE131,1,3,洪紹剛,機械工程學系,必修,機械工程學系
101,2,1234,DME1323,應用力學（一）,80,3E4EF,EE132,3,3,鄭文雅,機械工程學系,必修,機械工程學系
101,2,1237,DME1328,服務學習(二),9999,2B,EE106,0,1,徐文祥,機械工程學系,必修,機械工程學系
101,2,1238,DME1313,圖學（一）,55,5BCD,EE131,1,3,鄭璧瑩,機械工程學系,必修,機械工程學系
101,2,1239,DME1323,應用力學（一）,9999,3E4EF,EE206,3,3,金大仁,機械工程學系,必修,機械工程學系
101,2,1242,DME1331,快樂機械人(二),9999,3GH,EEB34,0,2,呂宗熙,機械工程學系,必修,機械工程學系
101,2,1243,DME2302,工程數學（二）,9999,1B3CD,EE210,3,3,陳俊勳,機械工程學系,必修,機械工程學系
101,2,1244,DME2313,機械製造,9999,2CD5B,EE324,3,3,洪景華,機械工程學系,必修,機械工程學系
101,2,1245,DME2316,工場實習,9999,5EFG,實習,2,3,黃正昇,機械工程學系,必修,機械工程學系
101,2,1246,DME2323,應用力學（二）,9999,1CD5D,EE205,3,3,呂宗熙,機械工程學系,必修,機械工程學系
101,2,1247,DME3311,電工學,9999,1GH4G,EE210,3,3,鄭泗東,機械工程學系,必修,機械工程學系
101,2,1248,DME4602,中等材料力學,9999,1IJK,EE132,3,3,蔡佳霖,機械工程學系,選修,機械工程學系
101,2,1249,DME2302,工程數學（二）,70,2EF4B,EE132,3,3,鄭文雅,機械工程學系,必修,機械工程學系
101,2,1250,DME2313,機械製造,9999,2B4GH,EE324,3,3,陳仁浩,機械工程學系,必修,機械工程學系
101,2,1251,DME2316,工場實習,9999,3BCD,實習,2,3,楊秉祥,機械工程學系,必修,機械工程學系
101,2,1252,DME2323,應用力學（二）,60,1CD5D,EE206,3,3,鍾添淦,機械工程學系,必修,機械工程學系
101,2,1253,DME3311,電工學,9999,1GH5C,EE205,3,3,呂宗熙,機械工程學系,必修,機械工程學系
101,2,1255,DME2304,熱力學（二）,40,2D4CD,EE130,3,3,王少白,機械工程學系,必修,機械工程學系
101,2,1257,DME3216,微機電技術導論,9999,2D4CD,EE210,3,3,徐文祥,機械工程學系,選修,機械工程學系
101,2,1258,DME3310,能源科技,0,2GH3G,EC022,3,3,陳慶耀,機械工程學系,選修,機械工程學系
101,2,1259,DME3318,機械工程實驗（二）,9999,4IJK,EE330,1,3,吳宗信,機械工程學系,必修,機械工程學系
101,2,1260,DME3328,熱傳學,9999,3CD5B,EE205,3,3,王啟川,機械工程學系,必修,機械工程學系
101,2,1261,DME3329,感測器原理與量測系統,9999,1EF2B,EE210,3,3,陳宗麟,機械工程學系,選修,機械工程學系
101,2,1262,DME4607,振動學,9999,1G5CD,EE229,3,3,尹慶中,機械工程學系,必修,機械工程學系
101,2,1263,DME4611,自動控制（二）,9999,1GH2G,EE130,3,3,李安謙,機械工程學系,必修,機械工程學系
101,2,1264,DME3318,機械工程實驗（二）,9999,2IJK,EE330,1,3,傅武雄,機械工程學系,必修,機械工程學系
101,2,1265,DME3328,熱傳學,9999,3CD5B,EE206,3,3,劉耀先,機械工程學系,必修,機械工程學系
101,2,1269,DCV1308,建築概論,220,2EF,EEB34,2,2,許倍銜,建築研究所,選修,土木工程學系
101,2,1270,DCV1316,工程圖學（二）,55,1IJK,計中P,1,3,史天元,土木工程學系,必修,土木工程學系
101,2,1271,DCV1324,土木工程概論 (二),9999,3GH,EB117,1,2,張良正,土木工程學系,選修,土木工程學系
101,2,1272,DCV1508,化學( 二 ),9999,3AB,SC105,3,3,李大偉,應用化學系,選修,土木工程學系
101,2,1273,DCV2345,工程材料實驗,55,4IJK,EB115,1,3,陳垂欣,土木工程學系,必修,土木工程學系
101,2,1274,DCV2360,測量學（一）,55,4CD,EB115,2,2,黃金維,土木工程學系,必修,土木工程學系
101,2,1275,DCV2362,測量實習（一）,55,4XEF,EB115,1,3,黃金維,土木工程學系,必修,土木工程學系
101,2,1276,DCV4606,應用力學,50,1EF4B,EB115,3,3,楊子儀,土木工程學系,必修,土木工程學系
101,2,1277,DCV1514,服務學習 (二),9999,3YI,EB117,0,2,張智安,土木工程學系,必修,土木工程學系
101,2,1279,DCV1316,工程圖學（二）,55,4IJK,計中P,1,3,史天元,土木工程學系,必修,土木工程學系
101,2,1280,DCV2345,工程材料實驗,55,2IJK,EB115,1,3,陳垂欣,土木工程學系,必修,土木工程學系
101,2,1281,DCV2360,測量學（一）,55,4CD,EB118,2,2,張智安,土木工程學系,必修,土木工程學系
101,2,1282,DCV2362,測量實習（一）,55,3XEF,EB118,1,3,張智安,土木工程學系,必修,土木工程學系
101,2,1283,DCV4605,計算機概論,55,2B4EF,EB107,3,3,黃世昌,土木工程學系,必修,土木工程學系
101,2,1284,DCV4606,應用力學,50,1EF4B,EB117,3,3,郭心怡,土木工程學系,必修,土木工程學系
101,2,1286,DCV1516,生涯規劃(二),9999,3GH,EB227,1,2,林昌佑,土木工程學系,選修,土木工程學系
101,2,1287,DCV2104,工程數學(二),50,2B4EF,EB118,3,3,黃炯憲,土木工程學系,必修,土木工程學系
101,2,1288,DCV2324,材料力學,50,1H3CD,EB227,3,3,郭心怡,土木工程學系,必修,土木工程學系
101,2,1289,DCV2330,土壤力學,50,1EF4B,EB118,3,3,方永壽,土木工程學系,必修,土木工程學系
101,2,1290,DCV2351,流體力學,50,1CD4G,EB118,3,3,吳永照,土木工程學系,必修,土木工程學系
101,2,1291,DCV2365,測量平差法,100,5EFG,EB227,3,3,王成機,土木工程學系,選修,土木工程學系
101,2,1292,DCV3322,結構學（一）,50,1G3CD,EB115,3,3,林昌佑,土木工程學系,必修,土木工程學系
101,2,1293,DCV3330,土壤力學實驗,50,1IJ1X3I,EB118,1,3,林志平,土木工程學系,必修,土木工程學系
101,2,1294,DCV4519,中等材料力學,50,1B2EF,EB108,3,3,林昌佑,土木工程學系,選修,土木工程學系
101,2,1295,DCV4542,營建管理,200,4A5CD,AB101,3,3,黃玉霖,土木工程學系,必修,土木工程學系
101,2,1296,DCV2104,工程數學(二),50,2B4EF,EB108,3,3,林子剛,土木工程學系,必修,土木工程學系
101,2,1297,DCV2330,土壤力學,50,1EF4B,EB108,3,3,黃安斌,土木工程學系,必修,土木工程學系
101,2,1298,DCV2351,流體力學,50,1B2CD,EB118,3,3,吳永照,土木工程學系,必修,土木工程學系
101,2,1299,DCV3322,結構學（一）,50,1G3CD,EB118,3,3,洪士林,土木工程學系,必修,土木工程學系
101,2,1300,DCV3330,土壤力學實驗,50,1X3J4IJ,EB117,1,3,林志平,土木工程學系,必修,土木工程學系
101,2,1302,DCV3210,土木施工學,50,4A5CD,EB115,3,3,王維志,土木工程學系,必修,土木工程學系
101,2,1303,DCV3217,智慧行動裝置於工程與管理之應用,20,5BCD,ED710,3,3,曾仁杰,土木工程學系,選修,土木工程學系
101,2,1304,DCV3529,公路工程設計與管理,50,5EFG,EB415,3,3,李泰明,土木工程學系,選修,土木工程學系
101,2,1305,DCV3534,基本設計(二),30,1EFGH,EB403,3,4,彭文苑,建築研究所,選修,土木工程學系
101,2,1306,DCV3555,水利工程,45,2G4CD,EB108,3,3,張良正,土木工程學系,必修,土木工程學系
101,2,1307,DCV4354,鋼結構設計,50,1EF4B,EB107,3,3,劉俊秀,土木工程學系,選修,土木工程學系
101,2,1309,DCV3325,工程地質學,45,1CD3B,EB115,3,3,廖志中,土木工程學系,必修,土木工程學系
101,2,1310,DCV3555,水利工程,45,2G4CD,EB107,3,3,楊錦釧,土木工程學系,必修,土木工程學系
101,2,1312,DCV2513,工程日文(二),20,2BCD,EB227,3,3,許海龍,土木工程學系,選修,土木工程學系
101,2,1313,DCV3209,大地工程施工學,50,3BCD,EB415,3,3,謝旭昇,土木工程學系,選修,土木工程學系
101,2,1317,DMA1123,化學(二),9999,2EF5B,SC151,3,3,李積琛,應用化學系,必修,材料科學與工程學系
101,2,1318,DMA1133,化學實驗(二),9999,3BCD,SB119,1,3,黃立心,應用化學系,必修,材料科學與工程學系
101,2,1319,DMA1202,材料科學與工程導論(二),9999,2B5CD,EF201,3,3,呂志鵬,材料科學與工程學系,必修,材料科學與工程學系
101,2,1320,DMA1303,生涯規劃,9999,3EF,EF205,2,2,吳立妍,諮商中心,選修,材料科學與工程學系
101,2,1321,DMA1309,導師時間,9999,3GH,,0,2,朱英豪,材料科學與工程學系,必修,材料科學與工程學系
101,2,1322,DMA1304,服務學習(一),9999,5GH,,1,2,朱英豪,材料科學與工程學系,必修,材料科學與工程學系
101,2,1324,DMA1141,計算機概論,9999,5EFG,EF207,3,3,陳以錚,材料科學與工程學系,必修,材料科學與工程學系
101,2,1325,DMA1309,導師時間,9999,3GH,,0,2,黃華宗,材料科學與工程學系,必修,材料科學與工程學系
101,2,1326,DMA2102,材料熱力學(二),9999,1C2EF,EF205,3,3,曾院介,材料科學與工程學系,必修,材料科學與工程學系
101,2,1327,DMA2202,工程數學(二),9999,1D2CD,EF205,3,3,徐雍鎣,材料科學與工程學系,必修,材料科學與工程學系
101,2,1328,DMA2302,物理冶金(二),9999,4CD5B,EF205,3,3,林健正,材料科學與工程學系,必修,材料科學與工程學系
101,2,1329,DMA2402,材料基礎實驗（二）　,9999,6ABCD,,2,4,吳樸偉,材料科學與工程學系,必修,材料科學與工程學系
101,2,1330,DMA2601,晶體結構與繞射導論,9999,1EF4E,EF201,3,3,陳軍華,材料科學與工程學系,必修,材料科學與工程學系
101,2,1332,DMA1308,圖學,9999,1BCD,EE131,1,3,張充鑫,材料科學與工程學系,必修,材料科學與工程學系
101,2,1333,DMA2403,高分子材料科學,9999,3C5EF,EF201,3,3,林欣杰,材料科學與工程學系,選修,材料科學與工程學系
101,2,1335,DMA2503,電子材料,9999,2B4GH,EF205,3,3,陳智,材料科學與工程學系,選修,材料科學與工程學系
101,2,1337,DMA3210,材料工程實驗,9999,6EFGH,,2,4,謝宗雍,材料科學與工程學系,必修,材料科學與工程學系
101,2,1338,DMA3221,材料微觀結構分析,9999,2GH3D,EF205,3,3,吳文偉,材料科學與工程學系,選修,材料科學與工程學系
101,2,1339,DMA2103,材料力學,9999,3CD4B,EF202,3,3,胡政甯,材料科學與工程學系,必修,材料科學與工程學系
101,2,1343,DPS1004,普通生物學(二),80,3XEF,SC106,3,3,陳文亮,生物科技學系,必修,理學院科學學士學位學程
101,2,1348,DPS1023,電腦模擬與計算分析(二),9999,3Y,SC158,1,1,陳永富,電子物理學系,必修,理學院科學學士學位學程
101,2,1353,DEP1308,計算機概論（二）,12,1IJK,SC158,3,3,徐琅,電子物理學系,必修,電子物理學系
101,2,1354,DEP1310,化學（二）,9999,2EF5B,SC106,3,3,黃立心,應用化學系,必修,電子物理學系
101,2,1355,DEP1312,化學實驗（二）,9999,1EFG,SB119,1,3,李積琛,應用化學系,必修,電子物理學系
101,2,1356,DEP1316,物理實驗二:創新物理實驗,40,3ABC,SA014,1,3,齊祖康,電子物理學系,必修,電子物理學系
101,2,1357,DEP2312,應用數學（一）（線性代數）,9999,1HY3D,ED116,3,3,李仁吉,電子物理學系,必修,電子物理學系
101,2,1358,DEP4998,生涯規劃及導師時間,9999,3GH,SC158,0,2,簡紋濱,電子物理學系,選修,電子物理學系
101,2,1359,DEP1211,服務學習(一),9999,4EF,SC158,0,1,張文豪,電子物理學系,必修,電子物理學系
101,2,1362,DEP2318,近代物理(一),50,2E4CD,SC160,3,3,許世英,電子物理學系,必修,電子物理學系
101,2,1363,DEP2323,理論力學（一）,50,1EF4Y,SC160,3,3,李仁吉,電子物理學系,必修,電子物理學系
101,2,1364,DEP2341,電子學（二）,75,2CD5B,SC160,3,3,陳振芳,電子物理學系,必修,電子物理學系
101,2,1365,DEP2352,電子實驗（二）,42,2IJKL,SC326,2,4,謝太炯,電子物理學系,必修,電子物理學系
101,2,1366,DEP2352,電子實驗（二）,42,3IJKL,SC326,2,4,謝太炯,電子物理學系,必修,電子物理學系
101,2,1367,DEP3314,應用數學（三）（複變函數）,75,1CD4G,SC160,3,3,楊毅,電子物理學系,必修,電子物理學系
101,2,1368,DEP3326,電磁學（二）,50,2F5CD,SC160,3,3,周武清,電子物理學系,必修,電子物理學系
101,2,1369,DEP2318,近代物理(一),50,2E4CD,SC162,3,3,林志忠,物理研究所,必修,電子物理學系
101,2,1370,DEP2323,理論力學（一）,50,1EF4B,SC158,3,3,朱仲夏,電子物理學系,必修,電子物理學系
101,2,1371,DEP3326,電磁學（二）,50,2F5CD,SC158,3,3,楊本立,電子物理學系,必修,電子物理學系
101,2,1373,DEP3104,理論物理概論,9999,5CD,SC427,2,2,鄭舜仁,電子物理學系,選修,電子物理學系
101,2,1374,DEP3321,量子力學導論 （二）,75,2H4CD,SC158,3,3,鄭舜仁,電子物理學系,必修,電子物理學系
101,2,1375,DEP3361,材料科學導論,75,1CD3B,SC158,3,3,周苡嘉,電子物理學系,必修,電子物理學系
101,2,1376,DEP3570,熱物理,50,2CD5B,SC158,3,3,蘇蓉容,電子物理學系,必修,電子物理學系
101,2,1377,DEP3572,實驗物理(二),40,2IJKL,SC324,2,4,楊本立,電子物理學系,必修,電子物理學系
101,2,1380,DEP4600,固態物理（一）,50,1B3CD,SC158,3,3,張文豪,電子物理學系,必修,電子物理學系
101,2,1381,DEP3570,熱物理,50,2CD4B,SC162,3,3,楊毅,電子物理學系,必修,電子物理學系
101,2,1382,DEP3572,實驗物理(二),40,4IJKL,SC324,2,4,楊本立,電子物理學系,必修,電子物理學系
101,2,1383,DEP4328,光學概論（二）,75,2B4GH,SC158,3,3,林烜輝,電子物理學系,必修,電子物理學系
101,2,1384,DEP4600,固態物理（一）,50,1B3CD,SC160,3,3,陳煜璋,電子物理學系,必修,電子物理學系
101,2,1390,DAM1108,服務學習(二),9999,1EF,SA223,1,2,王國仲,應用數學系,必修,應用數學系
101,2,1391,DAM1314,計算機概論（二）,9999,1IJ3B4EF,SC201,3,4,陳秋媛,應用數學系,必修,應用數學系
101,2,1392,DAM1514,計算數學軟體實作,60,2GH,SC201,1,2,張書銘,應用數學系,必修,應用數學系
101,2,1393,DAM2304,線性代數（二）,9999,1G2J3CD,SA311,3,4,吳培元,應用數學系,必修,應用數學系
101,2,1394,DAM4997,與導師的心靈對話,9999,3GH,SA320,1,2,王國仲,應用數學系,選修,應用數學系
101,2,1396,DAM2302,高等微積分（二）,0,2CD3X4CD,SA214,4,5,陳冠宇,應用數學系,必修,應用數學系
101,2,1397,DAM2307,機率論,9999,1EF4H,SA311,3,3,張洛賓,應用數學系,必修,應用數學系
101,2,1398,DAM2311,進階計算數學軟體實作,60,1GH,SC201,1,2,張書銘,應用數學系,選修,應用數學系
101,2,1399,DAM3206,偏微分方程導論,9999,3B5CD,SA214,3,3,林琦焜,應用數學系,選修,應用數學系
101,2,1400,DAM3503,代數學（二）,9999,1CD4G5X,SA311,3,4,康明軒,應用數學系,必修,應用數學系
101,2,1401,DAM4997,與導師的心靈對話,9999,3GH,SA321,1,2,康明軒,應用數學系,選修,應用數學系
101,2,1403,DAM2302,高等微積分（二）,9999,2HY3X4XY,SA214,4,5,吳慶堂,應用數學系,必修,應用數學系
101,2,1404,DAM3304,數值分析（二）,60,1EF4E,SC201,3,3,張書銘,應用數學系,必修,應用數學系
101,2,1405,DAM3315,高等統計學,9999,1EF4B,A305,3,3,陳鄰安,統計學研究所,選修,應用數學系
101,2,1406,DAM3318,數學模型,9999,2CD4A,SA213,3,3,莊重,應用數學系,選修,應用數學系
101,2,1407,DAM3323,主題式數學建模與計算(二),15,3YIJ5YIJ,SA307,3,3,石至文,應用數學系,選修,應用數學系
101,2,1408,DAM3407,離散數學,9999,3B5CD,SA311,3,3,陳子軒,應用數學系,必修,應用數學系
101,2,1409,DAM3409,複變函數論,9999,1B4CD,SA311,3,3,許元春,應用數學系,必修,應用數學系
101,2,1410,DAM3503,代數學（二）,9999,1CD4G5X,SA214,3,4,楊一帆,應用數學系,必修,應用數學系
101,2,1411,DAM4504,幾何學（二）,9999,2G3CD,SA211,3,3,李明佳,應用數學系,必修,應用數學系
